OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-49_20040324_04Q2STC49-3_6022,Sample-Routine,3/24/04,Surface,2.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.753782,-64.704117,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-42_20040324_04Q2STC42-3,Sample-Routine,3/24/04,Surface,1.6,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.7476,-64.70335,Fecal Coliform,4,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20041116_05Q1STC27-3_7538,Sample-Routine,11/16/04,Surface,1.8,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,Fecal Coliform,4,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-7_20040621_04Q3STC7-3,Sample-Routine,6/21/04,Surface,4.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-7,Buck Island Anchorage,17.789817,-64.613667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20040621_04Q3STC47-3_6589,Sample-Routine,6/21/04,Surface,2.18,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20040922_04Q4STC15-3,Sample-Routine,9/22/04,Surface,3.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20040621_04Q3STC44-3_6577,Sample-Routine,6/21/04,Surface,1.96,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33A_20040622_04Q3STC33A-3,Sample-Routine,6/22/04,Surface,1.61,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.779917,-64.7586,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-2_20040325_04Q2STC2-3,Sample-Routine,3/25/04,Surface,1.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.755367,-64.692448,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-45_20040914_04Q4STC45-3_6764,Sample-Routine,9/14/04,Surface,2.8,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-45,Christiansted Harbor,17.750033,-64.705467,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-31_20040622_04Q3STC31-3,Sample-Routine,6/22/04,Surface,3.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76345,-64.834133,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-1_20040325_04Q2STC1-3_6055,Sample-Routine,3/25/04,Surface,2.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.753533,-64.695667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-28_20040623_04Q3STC28-3_6736,Sample-Routine,6/23/04,Surface,2.17,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-28,Frederiksted Pier,17.713917,-64.884617,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20040923_04Q4STC35-3,Sample-Routine,9/23/04,Surface,3.02,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-40_20040621_04Q3STC40-3,Sample-Routine,6/21/04,Surface,3.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-40,St. Croix Marine,17.748217,-64.698483,Fecal Coliform,8,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20040914_04Q4STC3-3_6779,Sample-Routine,9/14/04,Surface,2.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20040623_04Q3STC23-3_6716,Sample-Routine,6/23/04,Surface,1.85,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-31_20040324_04Q2STC31-3,Sample-Routine,3/24/04,Surface,2.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-31,Davis Bay,17.76345,-64.834133,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-35_20040324_04Q2STC35-3,Sample-Routine,3/24/04,Surface,3.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-35,Long Reef Forereef West,17.764783,-64.7296,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20041229_05Q1STC13A-3,Sample-Routine,12/29/04,Surface,2.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20040922_04Q4STC16-3_6824,Sample-Routine,9/22/04,Surface,9.8,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-38_20040325_04Q2STC38-3_6058,Sample-Routine,3/25/04,Surface,1.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.757367,-64.69515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-1_20040621_04Q3STC1-3_6631,Sample-Routine,6/21/04,Surface,2.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.753533,-64.695667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-49_20040324_04Q2STC49-3,Sample-Routine,3/24/04,Surface,2.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.753782,-64.704117,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20040922_04Q4STC17-3,Sample-Routine,9/22/04,Surface,11.8,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-48_20041117_05Q1STC48-3,Sample-Routine,11/17/04,Surface,1.26,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-48,Long Reef Back Reef West,17.759467,-64.723917,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20040914_04Q4STC10-3_6794,Sample-Routine,9/14/04,Surface,2.1,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20040623_04Q3STC27-3,Sample-Routine,6/23/04,Surface,2.02,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20040323_04Q2STC19-3,Sample-Routine,3/23/04,Surface,7.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-23_20040623_04Q3STC23-3,Sample-Routine,6/23/04,Surface,1.85,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-23,Public Dump,17.6941,-64.78355,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20040922_04Q4STC24B-3,Sample-Routine,9/22/04,Surface,5.36,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-49_20041118_05Q1STC49-3_7655,Sample-Routine,11/18/04,Surface,1.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-49,Long Reef Back Reef East,17.753782,-64.704117,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20040325_04Q2STC3-3_6064,Sample-Routine,3/25/04,Surface,1.32,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-43_20041117_05Q1STC43-3,Sample-Routine,11/17/04,Surface,2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.747483,-64.7074,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-43_20040324_04Q2STC43-3_6034,Sample-Routine,3/24/04,Surface,1.03,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-43,Water Gut Storm Drain,17.747483,-64.7074,Fecal Coliform,20,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20041229_05Q1STC13B-3_7682,Sample-Routine,12/29/04,Surface,2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20041229_05Q1STC11B-3_7676,Sample-Routine,12/29/04,Surface,1.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-25_20040623_04Q3STC25-3_6724,Sample-Routine,6/23/04,Surface,3.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-25,Long Point,17.676433,-64.837883,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-18_20040323_04Q2STC18-3,Sample-Routine,3/23/04,Surface,8.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.696583,-64.755815,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-33A_20040324_04Q2STC33A-3_6004,Sample-Routine,3/24/04,Surface,1.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-33A,Salt River (Columbus Landing Beach),17.779917,-64.7586,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-29_20040923_04Q4STC29-3_6893,Sample-Routine,9/23/04,Surface,2.64,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.884433,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20040914_04Q4STC3-3,Sample-Routine,9/14/04,Surface,2.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-18_20040623_04Q3STC18-3,Sample-Routine,6/23/04,Surface,9.94,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.696583,-64.755815,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-41_20041117_05Q1STC41-3,Sample-Routine,11/17/04,Surface,4.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.746633,-64.698598,Fecal Coliform,75,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20040914_04Q4STC39-3_6770,Sample-Routine,9/14/04,Surface,1.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20040914_04Q4STC9-3_6791,Sample-Routine,9/14/04,Surface,1.1,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-38_20041118_05Q1STC38-3,Sample-Routine,11/18/04,Surface,4.3,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-38,Christiansted Harbor Entrance East,17.757367,-64.69515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-32_20040923_04Q4STC32-3,Sample-Routine,9/23/04,Surface,2.89,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-32,Cane Bay,17.773483,-64.811817,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20040325_04Q2STC9-3,Sample-Routine,3/25/04,Surface,1.87,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-29_20040324_04Q2STC29-3,Sample-Routine,3/24/04,Surface,1.48,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-29,Frederiksted Public Beach,17.7162,-64.884433,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13A_20040623_04Q3STC13A-3,Sample-Routine,6/23/04,Surface,2.08,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13A,Great Pond Bay,17.721633,-64.651467,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-41_20040621_04Q3STC41-3_6571,Sample-Routine,6/21/04,Surface,2.6,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-41,Gallows Bay,17.746633,-64.698598,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-18_20041116_05Q1STC18-3,Sample-Routine,11/16/04,Surface,3.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-18,Limetree Bay Container Port,17.696583,-64.755815,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20041229_05Q1STC11B-3,Sample-Routine,12/29/04,Surface,1.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20041117_05Q1STC9-3,Sample-Routine,11/17/04,Surface,2.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-14A_20041116_05Q1STC14A-3,Sample-Routine,11/16/04,Surface,4.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-14A,Halfpenny Bay u Manchenil,17.703133,-64.70725,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20040323_04Q2STC15A-3,Sample-Routine,3/23/04,Surface,3.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-5_20040621_04Q3STC5-3_6613,Sample-Routine,6/21/04,Surface,2.8,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-5,Green Cay Beach,17.761758,-64.666935,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20040914_04Q4STC10-3,Sample-Routine,9/14/04,Surface,2.1,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-15_20041116_05Q1STC15-3_7585,Sample-Routine,11/16/04,Surface,4.56,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-15,Cane Garden Bay,17.7,-64.738533,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20040922_04Q4STC11B-3_6803,Sample-Routine,9/22/04,Surface,1.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-12_20040623_04Q3STC12-3,Sample-Routine,6/23/04,Surface,1.76,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-12,Grapetree Bay (Divi Hotel),17.741167,-64.604733,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20041117_05Q1STC44-3,Sample-Routine,11/17/04,Surface,1.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20040922_04Q4STC24B-3_6848,Sample-Routine,9/22/04,Surface,5.36,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-44_20040914_04Q4STC44-3,Sample-Routine,9/14/04,Surface,1.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-44,Protestant Cay Beach,17.749267,-64.703782,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20040324_04Q2STC46-3,Sample-Routine,3/24/04,Surface,1.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,Fecal Coliform,11,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20040623_04Q3STC26-3,Sample-Routine,6/23/04,Surface,2.57,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-9_20040325_04Q2STC9-3_6082,Sample-Routine,3/25/04,Surface,1.87,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-9,St. Croix Yacht Club Beach,17.75565,-64.602333,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-21_20040323_04Q2STC21-3_5964,Sample-Routine,3/23/04,Surface,3.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-21,Spoils Island (Ruth Island),17.687233,-64.764933,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-19_20041116_05Q1STC19-3,Sample-Routine,11/16/04,Surface,3.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-19,Krause Lagoon Channel,17.694382,-64.763883,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20040621_04Q3STC46-3_6586,Sample-Routine,6/21/04,Surface,1.58,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-10_20041117_05Q1STC10-3,Sample-Routine,11/17/04,Surface,1.5,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-10,Cottongarden Bay (Cramer's Park),17.759183,-64.586198,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-37_20040923_04Q4STC37-3,Sample-Routine,9/23/04,Surface,2.67,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-37,Christiansted Harbor Entrance West,17.755317,-64.700283,Fecal Coliform,2,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-26_20040623_04Q3STC26-3_6728,Sample-Routine,6/23/04,Surface,2.57,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-26,Good Hope Beach,17.68375,-64.860567,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-2_20040325_04Q2STC2-3_6061,Sample-Routine,3/25/04,Surface,1.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-2,Ft. Louise Augusta Beach,17.755367,-64.692448,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-16_20041116_05Q1STC16-3_7581,Sample-Routine,11/16/04,Surface,13,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-16,"HOVENSA East Turning Basin, NW Corner",17.7001,-64.748683,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-3_20040325_04Q2STC3-3,Sample-Routine,3/25/04,Surface,1.32,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-3,Buccaneer Hotel,17.757333,-64.682817,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20040923_04Q4STC27-3_6899,Sample-Routine,9/23/04,Surface,2.41,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-13B_20040922_04Q4STC13B-3_6809,Sample-Routine,9/22/04,Surface,1.73,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-13B,Robin Bay,17.720983,-64.63515,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-30_20041116_05Q1STC30-3,Sample-Routine,11/16/04,Surface,2.7,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-30,Sprat Hall Beach,17.7356,-64.89095,Fecal Coliform,11,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-17_20040323_04Q2STC17-3,Sample-Routine,3/23/04,Surface,10.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-17,"HOVENSA West Turning Basin, NW Corner",17.69895,-64.754017,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-42_20040914_04Q4STC42-3,Sample-Routine,9/14/04,Surface,3.1,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-42,Public Wharf,17.7476,-64.70335,Fecal Coliform,1,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-39_20041117_05Q1STC39-3,Sample-Routine,11/17/04,Surface,2.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-39,Altona Lagoon Inlet,17.749917,-64.696333,Fecal Coliform,11,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-46_20040914_04Q4STC46-3_6755,Sample-Routine,9/14/04,Surface,1.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-46,WAPA Intake,17.750732,-64.712783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-27_20040324_04Q2STC27-3_5983,Sample-Routine,3/24/04,Surface,1.95,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-27,Sandy Point Public Beach,17.692033,-64.89365,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-11B_20040323_04Q2STC11B-3,Sample-Routine,3/23/04,Surface,2.1,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-11B,"Isaac Bay, Fore reef",17.746133,-64.579898,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-1_20040621_04Q3STC1-3,Sample-Routine,6/21/04,Surface,2.2,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-1,Altona Lagoon Recreation Beach,17.753533,-64.695667,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-24B_20040623_04Q3STC24B-3_6720,Sample-Routine,6/23/04,Surface,6.08,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-24B,Rum Plant Outfall,17.682233,-64.818783,Fecal Coliform,0,#/100ml
Government Of Us Virgin Islands (BEACH),USVIST_WQX-STC-47_20040914_04Q4STC47-3,Sample-Routine,9/14/04,Surface,1.4,Ambient Monitoring Program - St. Croix;EPA Beach,USVIST_WQX-STC-47,Mill Harbor Condominium Beach,17.75565,-64.720233,Fecal Coliform,0,#/100ml
